rowNum,month,weekOfMonth,dayOfWeek,make,accidentArea,dayOfWeekClaimed,monthClaimed,weekOfMonthClaimed,sex,maritalStatus,age,fault,policyType,vehicleCategory,vehiclePrice,policyNumber,repNumber,deductible,driverRating,daysPolicyAccident,daysPolicyClaim,pastNumberOfClaims,ageOfVehicle,ageOfPolicyHolder,policeReportFiled,witnessPresent,agentType,numberOfSuppliments,addressChangeClaim,numberOfCars,year,basePolicy,fraud
1400,Mar,5,Monday,Pontiac,Urban,Thursday,Jun,1,Male,Married,51,Policy Holder,Utility - All Perils,Utility,40000 to 59000,14506,5,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
1401,Jun,1,Thursday,Honda,Urban,Friday,Jun,1,Male,Married,55,Third Party,Sedan - Liability,Sport,30000 to 39000,14507,8,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1402,Jun,1,Wednesday,VW,Urban,Tuesday,Jun,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,14508,7,400,4,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1403,May,5,Saturday,Toyota,Urban,Monday,May,5,Female,Single,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,14509,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1404,Sep,3,Thursday,Toyota,Urban,Tuesday,Sep,3,Female,Single,20,Policy Holder,Sedan - Collision,Sedan,less than 20000,14510,5,400,4,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,no change,1 vehicle,1996,Collision,no
1405,Aug,3,Saturday,Ford,Urban,Thursday,Aug,4,Male,Married,37,Policy Holder,Utility - All Perils,Utility,more than 69000,14511,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1406,Oct,1,Tuesday,Mazda,Urban,Tuesday,Nov,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14512,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Liability,no
1407,Sep,4,Thursday,Honda,Urban,Tuesday,Oct,1,Female,Married,45,Third Party,Sport - Collision,Sport,more than 69000,14513,15,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
1408,Sep,2,Sunday,Pontiac,Urban,Monday,Sep,2,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14514,3,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,yes
1409,Sep,2,Monday,Ford,Urban,Tuesday,Sep,2,Male,Married,62,Third Party,Sedan - Collision,Sedan,60000 to 69000,14515,11,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1996,Collision,no
1410,Sep,2,Monday,Toyota,Rural,Sunday,Oct,1,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14516,1,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,yes
1411,Feb,2,Friday,Toyota,Urban,Tuesday,Feb,3,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14517,9,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1412,Jun,1,Sunday,Toyota,Urban,Tuesday,Jun,1,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14518,15,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1413,Jun,1,Monday,Pontiac,Urban,Thursday,Jun,2,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,14519,12,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1414,May,4,Saturday,Chevrolet,Rural,Friday,Jun,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14520,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
1415,Jul,2,Sunday,Dodge,Rural,Tuesday,Jul,2,Female,Single,32,Third Party,Sedan - Liability,Sport,20000 to 29000,14521,7,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1416,Sep,2,Monday,Pontiac,Urban,Thursday,Sep,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14522,3,400,2,more than 30,more than 30,1,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
1417,Nov,1,Saturday,Pontiac,Urban,Tuesday,Nov,2,Male,Divorced,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,14523,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1418,Sep,2,Monday,Honda,Urban,Tuesday,Sep,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14524,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,yes
1419,Oct,2,Thursday,Toyota,Urban,Monday,Oct,3,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,14525,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1420,Dec,4,Tuesday,Mazda,Urban,Saturday,Jan,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,14526,5,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
1421,Feb,1,Sunday,Mazda,Urban,Tuesday,Feb,2,Female,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14527,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1422,May,1,Wednesday,Chevrolet,Urban,Thursday,May,1,Female,Married,34,Policy Holder,Sedan - All Perils,Sedan,more than 69000,14528,15,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1423,Jul,2,Thursday,Honda,Urban,Thursday,Jul,4,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14529,4,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
1424,Nov,5,Tuesday,Accura,Urban,Wednesday,Nov,5,Male,Married,73,Policy Holder,Sedan - All Perils,Sedan,more than 69000,14530,14,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1425,Nov,5,Tuesday,Pontiac,Urban,Wednesday,Nov,5,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14531,14,400,3,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
1426,Feb,3,Friday,Pontiac,Rural,Monday,Feb,3,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14532,13,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
1427,Apr,3,Saturday,Honda,Urban,Wednesday,Apr,3,Male,Married,26,Policy Holder,Sport - Collision,Sport,more than 69000,14533,8,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
1428,Jun,2,Sunday,Pontiac,Urban,Wednesday,Jun,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14534,8,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1429,Apr,4,Monday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14535,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1430,Nov,2,Tuesday,Toyota,Urban,Tuesday,Nov,2,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,more than 69000,14536,15,500,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1996,Collision,no
1431,Nov,5,Tuesday,Ford,Urban,Tuesday,Nov,5,Male,Single,37,Policy Holder,Sedan - Liability,Sport,40000 to 59000,14537,12,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1432,Oct,3,Friday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,14538,5,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1433,Sep,2,Monday,Dodge,Urban,Wednesday,Sep,3,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14539,16,400,2,more than 30,more than 30,none,4 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,yes
1434,Sep,3,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14540,3,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1435,Aug,1,Wednesday,Pontiac,Urban,Monday,Aug,2,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14541,8,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1436,Aug,1,Thursday,Honda,Urban,Tuesday,Aug,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14542,8,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1437,Dec,1,Saturday,Mazda,Urban,Wednesday,Dec,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14543,12,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
1438,Nov,1,Saturday,Toyota,Urban,Thursday,Dec,1,Female,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14544,9,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1439,Nov,1,Wednesday,Chevrolet,Urban,Tuesday,Nov,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14545,11,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
1440,Oct,4,Wednesday,Toyota,Urban,Monday,Oct,5,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14546,5,400,2,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1441,Sep,2,Monday,Honda,Urban,Monday,Sep,2,Male,Single,23,Policy Holder,Sport - Collision,Sport,more than 69000,14547,11,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,yes
1442,Jun,5,Wednesday,Toyota,Urban,Friday,Jul,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14548,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
1443,Jun,5,Thursday,Honda,Urban,Friday,Jul,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,14549,7,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,no
1444,Jun,4,Saturday,Pontiac,Urban,Friday,Jul,1,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14550,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1445,Jun,2,Monday,Toyota,Urban,Monday,Jun,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,more than 69000,14551,6,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
1446,May,4,Wednesday,Toyota,Urban,Tuesday,Jun,3,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,14552,13,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1447,Apr,4,Wednesday,Honda,Urban,Thursday,May,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14553,15,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1448,Mar,2,Monday,Pontiac,Urban,Monday,Apr,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,14554,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,no
1449,Mar,2,Monday,Mazda,Urban,Tuesday,Mar,2,Female,Single,41,Third Party,Sedan - Liability,Sport,20000 to 29000,14555,8,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1450,Sep,2,Tuesday,Pontiac,Urban,Thursday,Sep,3,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14556,12,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1996,Collision,yes
1451,Dec,3,Monday,Mazda,Urban,Friday,Dec,4,Male,Married,63,Third Party,Sport - Collision,Sport,more than 69000,14557,15,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
1452,Feb,1,Friday,Honda,Urban,Tuesday,Apr,1,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14558,4,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1453,Dec,2,Monday,Honda,Urban,Monday,Dec,2,Female,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14559,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1454,Dec,1,Tuesday,Honda,Urban,Tuesday,Dec,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14560,1,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1455,Nov,2,Tuesday,Chevrolet,Urban,Friday,Dec,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14561,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,1 year,1 vehicle,1996,Collision,no
1456,Sep,3,Friday,Pontiac,Urban,Monday,Sep,4,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,14562,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
1457,Sep,2,Tuesday,Toyota,Urban,Thursday,Sep,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,14563,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1458,Aug,3,Thursday,Accura,Urban,Tuesday,Aug,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14564,3,400,2,more than 30,more than 30,none,6 years,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1459,Aug,2,Friday,Chevrolet,Urban,Wednesday,Aug,4,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,14565,13,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
1460,Aug,2,Thursday,Toyota,Urban,Tuesday,Aug,4,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14566,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1461,Jul,1,Saturday,Honda,Urban,Monday,Jul,1,Female,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,14567,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1462,Jun,2,Friday,Pontiac,Urban,Monday,Jun,3,Male,Married,50,Third Party,Sedan - Collision,Sedan,more than 69000,14568,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
1463,Mar,4,Monday,VW,Urban,Thursday,Mar,5,Male,Married,64,Policy Holder,Sedan - Liability,Sport,60000 to 69000,14569,16,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1464,Sep,2,Wednesday,Toyota,Rural,Monday,Oct,2,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14570,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,yes
1465,Dec,2,Wednesday,Toyota,Urban,Tuesday,Dec,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14571,12,700,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1466,Sep,2,Wednesday,Pontiac,Urban,Monday,Sep,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14572,1,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,yes
1467,Nov,4,Thursday,Honda,Urban,Tuesday,Nov,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14573,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1468,Nov,1,Thursday,Toyota,Urban,Thursday,Nov,1,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14574,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1469,Nov,1,Thursday,Toyota,Urban,Friday,Nov,1,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,less than 20000,14575,14,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils,no
1470,Jul,2,Sunday,Pontiac,Urban,Thursday,Aug,1,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14576,3,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1471,Jun,4,Tuesday,Toyota,Urban,Tuesday,Jun,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,more than 69000,14577,10,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1472,Jun,2,Sunday,Mazda,Urban,Wednesday,Jun,4,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14578,8,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
1473,Jun,2,Friday,Honda,Urban,Monday,Nov,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,14579,6,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,no
1474,Sep,2,Wednesday,Pontiac,Urban,Wednesday,Sep,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14580,1,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,yes
1475,May,5,Saturday,Accura,Urban,Thursday,Jun,1,Male,Married,53,Third Party,Sedan - All Perils,Sedan,30000 to 39000,14581,10,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1476,May,4,Sunday,Pontiac,Rural,Tuesday,May,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14582,4,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1477,May,4,Saturday,Saturn,Urban,Friday,Jun,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,14583,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1478,Jan,4,Monday,Honda,Rural,Friday,Feb,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,14584,15,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,no
1479,Apr,4,Saturday,Honda,Urban,Wednesday,Dec,5,Male,Single,0,Policy Holder,Utility - All Perils,Utility,more than 69000,14585,11,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1480,Dec,3,Wednesday,Pontiac,Urban,Wednesday,Dec,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14586,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1481,Sep,3,Monday,Pontiac,Urban,Thursday,Sep,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,less than 20000,14587,10,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,All Perils,yes
1482,Sep,3,Sunday,Pontiac,Urban,Tuesday,Oct,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14588,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1483,Jun,2,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14589,14,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
1484,May,4,Tuesday,Honda,Urban,Tuesday,May,4,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14590,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1485,May,3,Thursday,Toyota,Rural,Tuesday,Jun,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14591,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1486,Sep,3,Thursday,Chevrolet,Rural,Tuesday,Sep,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,14592,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
1487,Nov,2,Thursday,Honda,Urban,Friday,Nov,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14593,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1488,Mar,5,Thursday,Toyota,Urban,Thursday,Apr,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14594,7,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1489,Apr,3,Friday,Toyota,Urban,Monday,Apr,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,14595,13,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1490,May,2,Monday,Pontiac,Urban,Saturday,May,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14596,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Liability,no
1491,May,5,Tuesday,Mazda,Urban,Wednesday,Jun,1,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14597,1,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Liability,no
1492,Sep,3,Thursday,Mazda,Rural,Monday,Sep,4,Female,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,14598,16,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,yes
1493,Jul,3,Saturday,Toyota,Urban,Thursday,Sep,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14599,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1494,Aug,2,Monday,Pontiac,Rural,Monday,Aug,2,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14600,7,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1495,Sep,3,Friday,Toyota,Urban,Thursday,Sep,4,Male,Married,26,Third Party,Sedan - All Perils,Sedan,less than 20000,14601,9,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1496,Oct,1,Monday,Ford,Urban,Friday,Oct,2,Male,Married,62,Policy Holder,Utility - All Perils,Utility,more than 69000,14602,10,700,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1497,Sep,3,Friday,Honda,Urban,Monday,Sep,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14603,8,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,yes
1498,Nov,4,Thursday,Honda,Urban,Friday,Nov,4,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14604,9,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1499,Dec,4,Sunday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,69,Third Party,Sedan - Liability,Sport,20000 to 29000,14605,7,400,1,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
1500,Mar,5,Friday,Toyota,Urban,Friday,Apr,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14606,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1501,Mar,5,Friday,Toyota,Urban,Wednesday,Apr,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14607,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1502,Apr,1,Monday,Toyota,Urban,Tuesday,Apr,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,14608,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1503,Jun,3,Thursday,Ford,Urban,Tuesday,Jun,3,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,14609,9,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
