rowNum,month,weekOfMonth,dayOfWeek,make,accidentArea,dayOfWeekClaimed,monthClaimed,weekOfMonthClaimed,sex,maritalStatus,age,fault,policyType,vehicleCategory,vehiclePrice,policyNumber,repNumber,deductible,driverRating,daysPolicyAccident,daysPolicyClaim,pastNumberOfClaims,ageOfVehicle,ageOfPolicyHolder,policeReportFiled,witnessPresent,agentType,numberOfSuppliments,addressChangeClaim,numberOfCars,year,basePolicy,fraud
951,Jun,2,Saturday,Toyota,Urban,Wednesday,Jun,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11744,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
952,Apr,3,Monday,Pontiac,Urban,Tuesday,Jun,2,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11745,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
953,Oct,2,Monday,Pontiac,Urban,Monday,Oct,3,Female,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,11746,5,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
954,Oct,2,Friday,Honda,Urban,Tuesday,Oct,2,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11747,16,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
955,Aug,1,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,54,Third Party,Sedan - Collision,Sedan,30000 to 39000,11748,12,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
956,Feb,4,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,11749,15,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
957,Dec,5,Thursday,Toyota,Urban,Friday,Jan,2,Male,Married,52,Third Party,Sedan - Liability,Sport,20000 to 29000,11750,13,700,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
958,Jan,4,Wednesday,Accura,Urban,Wednesday,Feb,1,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11751,13,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
959,Jul,3,Monday,Toyota,Urban,Monday,Aug,3,Female,Single,22,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11752,13,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
960,Jul,2,Thursday,Chevrolet,Rural,Monday,Jul,3,Male,Married,54,Policy Holder,Utility - All Perils,Utility,more than 69000,11753,5,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
961,Apr,5,Thursday,Chevrolet,Urban,Wednesday,May,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,11754,3,400,4,8 to 15,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
962,Aug,5,Monday,Honda,Urban,Wednesday,Sep,5,Male,Married,47,Policy Holder,Sport - Collision,Sport,more than 69000,11755,12,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,Yes,External,none,no change,1 vehicle,1996,Collision,no
963,Oct,1,Saturday,Honda,Urban,Friday,Oct,5,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11756,5,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
964,Dec,2,Wednesday,Mazda,Urban,Friday,Dec,2,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11757,6,400,3,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
965,Jun,2,Wednesday,Pontiac,Urban,Wednesday,Jun,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11758,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
966,Aug,3,Tuesday,Honda,Rural,Wednesday,Aug,5,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11759,16,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
967,Oct,3,Sunday,Pontiac,Urban,Wednesday,Oct,3,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11760,4,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
968,Oct,3,Sunday,Toyota,Urban,Monday,Oct,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11761,12,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
969,Oct,3,Friday,Chevrolet,Urban,Monday,Oct,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11762,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
970,Apr,4,Sunday,Honda,Urban,Thursday,May,1,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11763,3,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,yes
971,Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11764,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
972,Mar,5,Wednesday,Pontiac,Urban,Friday,Apr,1,Female,Single,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11765,3,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
973,May,2,Friday,Accura,Urban,Wednesday,Jun,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11766,8,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
974,May,3,Saturday,Honda,Urban,Monday,May,3,Female,Married,57,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11767,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,no
975,Sep,4,Thursday,Honda,Urban,Friday,Sep,4,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,11768,13,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision,no
976,Sep,3,Tuesday,Toyota,Urban,Friday,Sep,4,Female,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11769,5,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
977,Apr,4,Monday,Toyota,Urban,Monday,May,2,Male,Single,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,11770,3,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
978,Oct,3,Sunday,Mazda,Rural,Tuesday,Oct,3,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,11771,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
979,Oct,1,Wednesday,Toyota,Urban,Monday,Oct,2,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11772,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
980,Dec,4,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11773,13,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
981,Nov,2,Tuesday,Toyota,Rural,Thursday,Nov,2,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11774,7,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
982,May,5,Tuesday,Mazda,Urban,Friday,Jun,1,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,11775,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
983,Jun,1,Thursday,Toyota,Urban,Friday,Jun,1,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11776,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision,no
984,Jun,1,Thursday,Chevrolet,Urban,Monday,Jun,1,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11777,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
985,Jun,1,Friday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11778,15,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
986,Jan,3,Sunday,Pontiac,Urban,Tuesday,Jan,4,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11779,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
987,Mar,4,Wednesday,Honda,Urban,Wednesday,Apr,1,Male,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,11780,14,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
988,Jun,2,Tuesday,Nisson,Rural,Thursday,Jun,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11781,13,400,3,more than 30,more than 30,2 to 4,2 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
989,Sep,4,Tuesday,Chevrolet,Urban,Wednesday,Sep,5,Female,Single,58,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11782,12,500,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,2 to 3 years,2 vehicles,1996,Collision,no
990,Apr,4,Monday,Chevrolet,Urban,Tuesday,Apr,4,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11783,4,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,yes
991,Nov,3,Friday,Pontiac,Urban,Monday,Nov,4,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11784,1,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
992,Jan,4,Monday,Pontiac,Urban,Friday,Jan,4,Female,Married,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,11785,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
993,Jan,4,Tuesday,Toyota,Urban,Thursday,Jan,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,11786,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
994,Jun,1,Monday,Toyota,Urban,Wednesday,Jun,2,Female,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11787,1,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
995,May,4,Thursday,Dodge,Urban,Wednesday,Jun,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11788,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
996,Dec,3,Saturday,Pontiac,Urban,Thursday,Dec,4,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11789,13,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,no
997,Oct,2,Tuesday,Mazda,Urban,Tuesday,Oct,2,Male,Married,46,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11790,2,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
998,Apr,4,Monday,Toyota,Urban,Monday,May,1,Male,Single,23,Third Party,Sedan - Collision,Sedan,30000 to 39000,11791,4,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,no
999,Oct,2,Sunday,Honda,Urban,Thursday,Oct,2,Male,Single,30,Third Party,Sedan - Liability,Sport,20000 to 29000,11792,13,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1000,Jun,2,Friday,Pontiac,Urban,Monday,Jun,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11793,11,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1001,Apr,3,Thursday,Pontiac,Urban,Wednesday,Apr,4,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11794,5,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1002,Aug,4,Thursday,Mazda,Urban,Friday,Aug,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11795,9,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1003,Aug,4,Friday,Toyota,Urban,Monday,Sep,2,Female,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11796,1,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
1004,Feb,2,Friday,Honda,Urban,Tuesday,Feb,4,Male,Married,34,Third Party,Sedan - Collision,Sedan,30000 to 39000,11797,7,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1005,Feb,3,Friday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,11798,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
1006,Mar,5,Thursday,Honda,Urban,Friday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11799,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Collision,no
1007,Mar,4,Wednesday,Honda,Rural,Thursday,Mar,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11800,10,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1008,May,3,Friday,Toyota,Urban,Tuesday,Jun,1,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,11801,1,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
1009,Apr,4,Monday,Toyota,Rural,Tuesday,Apr,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11802,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1010,Sep,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11803,7,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,no
1011,Aug,2,Wednesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11804,5,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1012,May,2,Monday,Mazda,Urban,Tuesday,May,2,Female,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11805,5,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1013,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11806,9,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1014,Jun,5,Thursday,Pontiac,Urban,Monday,Jul,1,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11807,5,400,4,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1015,Apr,4,Monday,Honda,Urban,Tuesday,Apr,4,Male,Married,39,Policy Holder,Sport - Collision,Sport,more than 69000,11808,7,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,yes
1016,Feb,4,Wednesday,Honda,Rural,Thursday,Feb,4,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,11809,4,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Collision,no
1017,Nov,5,Thursday,Honda,Urban,Friday,Dec,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11810,15,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1018,Apr,4,Tuesday,Pontiac,Urban,Wednesday,Apr,4,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11811,16,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
1019,Apr,2,Tuesday,Mazda,Rural,Wednesday,Apr,3,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11812,14,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1020,Dec,4,Friday,Toyota,Urban,Tuesday,Dec,4,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11813,14,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
1021,Nov,1,Wednesday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,80,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11814,16,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
1022,Jul,5,Saturday,Honda,Urban,Wednesday,Aug,2,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,more than 69000,11815,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1023,Jun,3,Monday,Toyota,Urban,Tuesday,Jun,4,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11816,3,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
1024,Jan,4,Thursday,Toyota,Urban,Thursday,Jan,4,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11817,3,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
1025,Apr,4,Tuesday,Mazda,Urban,Friday,May,1,Male,Single,22,Third Party,Sport - Collision,Sport,more than 69000,11818,10,400,2,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1026,Jul,1,Saturday,Honda,Urban,Tuesday,Aug,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11819,6,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
1027,Jan,5,Sunday,Toyota,Urban,Wednesday,Feb,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,11820,13,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1028,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married,42,Third Party,Sedan - All Perils,Sedan,more than 69000,11821,16,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1029,Oct,3,Wednesday,Pontiac,Rural,Thursday,Nov,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11822,9,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1030,Nov,4,Wednesday,Honda,Rural,Tuesday,Nov,5,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11823,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
1031,Oct,3,Wednesday,Pontiac,Rural,Tuesday,Oct,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11824,16,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,no
1032,Sep,4,Friday,Toyota,Urban,Wednesday,Oct,4,Female,Single,23,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11825,9,400,1,more than 30,more than 30,none,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1033,Jan,5,Saturday,VW,Urban,Monday,Feb,1,Male,Married,78,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,11826,16,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
1034,Jan,5,Monday,Chevrolet,Urban,Wednesday,Feb,1,Male,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11827,13,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
1035,Jan,4,Sunday,Ford,Urban,Tuesday,Jan,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11828,2,400,2,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
1036,Jan,4,Saturday,Toyota,Rural,Monday,Jan,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11829,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1037,Jan,4,Saturday,Pontiac,Urban,Friday,Feb,1,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11830,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
1038,Jan,2,Thursday,Pontiac,Urban,Thursday,Jan,2,Female,Single,69,Policy Holder,Sedan - Liability,Sport,less than 20000,11831,11,400,2,more than 30,more than 30,1,7 years,over 65,No,No,External,more than 5,1 year,1 vehicle,1996,Liability,no
1039,Apr,4,Tuesday,Pontiac,Urban,Thursday,Apr,4,Female,Single,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11832,10,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1040,Aug,2,Tuesday,Mazda,Urban,Wednesday,Aug,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11833,11,500,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,no
1041,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,32,Third Party,Sedan - All Perils,Sedan,less than 20000,11834,10,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1042,Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Female,Single,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11835,1,400,2,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
1043,Feb,1,Friday,Toyota,Urban,Tuesday,Feb,2,Male,Single,33,Third Party,Sedan - All Perils,Sedan,less than 20000,11836,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1044,Jan,3,Monday,Toyota,Urban,Thursday,Jan,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11837,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1045,Jan,3,Friday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11838,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1046,Jan,3,Friday,Toyota,Urban,Friday,Jan,5,Female,Married,34,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11839,4,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
1047,Mar,2,Monday,Honda,Urban,Tuesday,Mar,2,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,11840,5,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
1048,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11841,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1049,Jan,5,Friday,Mercury,Urban,Thursday,Feb,1,Male,Married,30,Policy Holder,Utility - All Perils,Utility,30000 to 39000,11842,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
1050,Jan,5,Sunday,Toyota,Urban,Friday,Feb,1,Male,Single,30,Policy Holder,Sedan - Liability,Sport,more than 69000,11843,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
1051,Jun,2,Sunday,Pontiac,Rural,Tuesday,Jun,3,Female,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11844,7,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
1052,Jan,3,Wednesday,Toyota,Urban,Friday,Jan,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11845,6,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,no
1053,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,11846,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
